Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2022M07,Pori,Scheduled flight,Departures,0,0,2103,0,0,0,2103,0,0,0,0,0,0,0,0,0
2022M07,Pori,Charter flight,Arrivals/departures total,152,0,385,0,0,0,2,0,0,0,0,0,152,0,383,0
2022M07,Pori,Charter flight,Arrivals,16,0,113,0,0,0,0,0,0,0,0,0,16,0,113,0
2022M07,Pori,Charter flight,Departures,136,0,272,0,0,0,2,0,0,0,0,0,136,0,270,0
2022M07,Rovaniemi,Total,Arrivals/departures total,24393,6,261646,36,23866,6,210988,36,0,0,28,0,527,0,50630,0
2022M07,Rovaniemi,Total,Arrivals,12230,2,126271,16,11929,2,102230,16,0,0,15,0,301,0,24026,0
2022M07,Rovaniemi,Total,Departures,12163,4,135375,20,11937,4,108758,20,0,0,13,0,226,0,26604,0
2022M07,Rovaniemi,Scheduled flight,Arrivals/departures total,23860,6,234729,36,23860,6,210972,36,0,0,0,0,0,0,23757,0
2022M07,Rovaniemi,Scheduled flight,Arrivals,11929,2,113409,16,11929,2,102222,16,0,0,0,0,0,0,11187,0
2022M07,Rovaniemi,Scheduled flight,Departures,11931,4,121320,20,11931,4,108750,20,0,0,0,0,0,0,12570,0
2022M07,Rovaniemi,Charter flight,Arrivals/departures total,533,0,26917,0,6,0,16,0,0,0,28,0,527,0,26873,0
2022M07,Rovaniemi,Charter flight,Arrivals,301,0,12862,0,0,0,8,0,0,0,15,0,301,0,12839,0
2022M07,Rovaniemi,Charter flight,Departures,232,0,14055,0,6,0,8,0,0,0,13,0,226,0,14034,0
2022M07,Savonlinna,Total,Arrivals/departures total,724,0,1467,0,593,0,1294,0,8,0,8,0,123,0,165,0
2022M07,Savonlinna,Total,Arrivals,299,0,668,0,283,0,630,0,0,0,0,0,16,0,38,0
2022M07,Savonlinna,Total,Departures,425,0,799,0,310,0,664,0,8,0,8,0,107,0,127,0
2022M07,Savonlinna,Scheduled flight,Arrivals/departures total,634,0,1357,0,593,0,1282,0,0,0,0,0,41,0,75,0
2022M07,Savonlinna,Scheduled flight,Arrivals,297,0,650,0,283,0,618,0,0,0,0,0,14,0,32,0
2022M07,Savonlinna,Scheduled flight,Departures,337,0,707,0,310,0,664,0,0,0,0,0,27,0,43,0
2022M07,Savonlinna,Charter flight,Arrivals/departures total,90,0,110,0,0,0,12,0,8,0,8,0,82,0,90,0
2022M07,Savonlinna,Charter flight,Arrivals,2,0,18,0,0,0,12,0,0,0,0,0,2,0,6,0
2022M07,Savonlinna,Charter flight,Departures,88,0,92,0,0,0,0,0,8,0,8,0,80,0,84,0
2022M07,Tampere-Pirkkala,Total,Arrivals/departures total,25499,4,73278,5,683,0,3479,0,39,0,497,0,24777,4,69302,5
2022M07,Tampere-Pirkkala,Total,Arrivals,13218,4,36214,5,314,0,1599,0,0,0,242,0,12904,4,34373,5
2022M07,Tampere-Pirkkala,Total,Departures,12281,0,37064,0,369,0,1880,0,39,0,255,0,11873,0,34929,0
2022M07,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,25248,0,67600,0,667,0,3432,0,0,0,0,0,24581,0,64168,0
2022M07,Tampere-Pirkkala,Scheduled flight,Arrivals,13068,0,33334,0,307,0,1581,0,0,0,0,0,12761,0,31753,0
2022M07,Tampere-Pirkkala,Scheduled flight,Departures,12180,0,34266,0,360,0,1851,0,0,0,0,0,11820,0,32415,0
2022M07,Tampere-Pirkkala,Charter flight,Arrivals/departures total,251,4,5678,4,16,0,47,0,39,0,497,0,196,4,5134,4
2022M07,Tampere-Pirkkala,Charter flight,Arrivals,150,4,2880,4,7,0,18,0,0,0,242,0,143,4,2620,4
2022M07,Tampere-Pirkkala,Charter flight,Departures,101,0,2798,0,9,0,29,0,39,0,255,0,53,0,2514,0
2022M07,Turku,Total,Arrivals/departures total,14855,0,55728,748,1176,0,4053,0,289,0,2470,1,13390,0,49205,747
2022M07,Turku,Total,Arrivals,7480,0,27932,407,547,0,1813,0,132,0,1134,0,6801,0,24985,407
2022M07,Turku,Total,Departures,7375,0,27796,341,629,0,2240,0,157,0,1336,0,6589,0,24220,340
2022M07,Turku,Scheduled flight,Arrivals/departures total,14748,0,52177,662,1174,0,4038,0,289,0,2095,1,13285,0,46044,661
2022M07,Turku,Scheduled flight,Arrivals,7406,0,26050,321,545,0,1808,0,132,0,960,0,6729,0,23282,321
2022M07,Turku,Scheduled flight,Departures,7342,0,26127,341,629,0,2230,0,157,0,1135,0,6556,0,22762,340
2022M07,Turku,Charter flight,Arrivals/departures total,107,0,3551,86,2,0,15,0,0,0,375,0,105,0,3161,86
2022M07,Turku,Charter flight,Arrivals,74,0,1882,86,2,0,5,0,0,0,174,0,72,0,1703,86
2022M07,Turku,Charter flight,Departures,33,0,1669,0,0,0,10,0,0,0,201,0,33,0,1458,0
2022M07,Vaasa,Total,Arrivals/departures total,9179,0,54994,2,8891,0,44526,2,8,0,15,0,280,0,10453,0
2022M07,Vaasa,Total,Arrivals,4871,0,27795,2,4815,0,22579,2,4,0,7,0,52,0,5209,0
2022M07,Vaasa,Total,Departures,4308,0,27199,0,4076,0,21947,0,4,0,8,0,228,0,5244,0
2022M07,Vaasa,Scheduled flight,Arrivals/departures total,8887,0,44481,2,8887,0,44481,2,0,0,0,0,0,0,0,0
2022M07,Vaasa,Scheduled flight,Arrivals,4811,0,22575,2,4811,0,22575,2,0,0,0,0,0,0,0,0
2022M07,Vaasa,Scheduled flight,Departures,4076,0,21906,0,4076,0,21906,0,0,0,0,0,0,0,0,0
2022M07,Vaasa,Charter flight,Arrivals/departures total,292,0,10513,0,4,0,45,0,8,0,15,0,280,0,10453,0
2022M07,Vaasa,Charter flight,Arrivals,60,0,5220,0,4,0,4,0,4,0,7,0,52,0,5209,0
2022M07,Vaasa,Charter flight,Departures,232,0,5293,0,0,0,41,0,4,0,8,0,228,0,5244,0
2022M08,Total,Total,Arrivals/departures total,1435341,11824,9662529,116593,111476,141,1057018,346,112692,129,1066158,953,1211173,11554,7539353,115294
2022M08,Total,Total,Arrivals,717018,5400,4824555,53559,54055,15,516156,128,57954,54,544319,304,605009,5331,3764080,53127
2022M08,Total,Total,Departures,718323,6423,4837974,63034,57421,126,540862,218,54738,75,521839,648,606164,6223,3775273,62167
2022M08,Total,Scheduled flight,Arrivals/departures total,1376741,11675,9162635,113647,111441,26,1056034,231,112534,129,1063063,953,1152766,11520,7043538,112463
2022M08,Total,Scheduled flight,Arrivals,687630,5386,4577127,52537,54035,15,515667,128,57872,54,542855,304,575723,5317,3518605,52104
2022M08,Total,Scheduled flight,Departures,689111,6288,4585508,61110,57406,11,540367,103,54662,75,520208,648,577043,6203,3524933,60359
2022M08,Total,Charter flight,Arrivals/departures total,58600,149,499894,2946,35,115,984,115,158,0,3095,0,58407,34,495815,2831
2022M08,Total,Charter flight,Arrivals,29388,14,247428,1022,20,0,489,0,82,0,1464,0,29286,14,245475,1022
2022M08,Total,Charter flight,Departures,29212,135,252466,1924,15,115,495,115,76,0,1631,0,29121,20,250340,1809
2022M08,Helsinki-Vantaa,Total,Arrivals/departures total,1278770,11508,8179756,115317,26,0,194,0,111593,128,1057783,949,1167151,11381,7121779,114368
2022M08,Helsinki-Vantaa,Total,Arrivals,640280,5296,4099935,52929,13,0,97,0,57410,53,540243,302,582857,5243,3559595,52627
2022M08,Helsinki-Vantaa,Total,Departures,638490,6212,4079821,62388,13,0,97,0,54183,74,517540,647,584294,6138,3562184,61741
2022M08,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,1229260,11488,7882492,112590,0,0,0,0,111466,128,1056570,949,1117794,11360,6825922,111641
2022M08,Helsinki-Vantaa,Scheduled flight,Arrivals,614963,5296,3950908,52011,0,0,0,0,57345,53,539729,302,557618,5243,3411179,51708
2022M08,Helsinki-Vantaa,Scheduled flight,Departures,614297,6192,3931584,60579,0,0,0,0,54121,74,516841,647,560176,6117,3414743,59933
2022M08,Helsinki-Vantaa,Charter flight,Arrivals/departures total,49510,20,297264,2727,26,0,194,0,127,0,1213,0,49357,20,295857,2727
2022M08,Helsinki-Vantaa,Charter flight,Arrivals,25317,0,149027,918,13,0,97,0,65,0,514,0,25239,0,148416,918
2022M08,Helsinki-Vantaa,Charter flight,Departures,24193,20,148237,1809,13,0,97,0,62,0,699,0,24118,20,147441,1809
2022M08,Enontekiö,Total,Arrivals/departures total,0,0,4152,0,0,0,0,0,0,0,0,0,0,0,4152,0
2022M08,Enontekiö,Total,Arrivals,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,2125,0
2022M08,Enontekiö,Total,Departures,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,2027,0
2022M08,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Enontekiö,Charter flight,Arrivals/departures total,0,0,4152,0,0,0,0,0,0,0,0,0,0,0,4152,0
2022M08,Enontekiö,Charter flight,Arrivals,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,2125,0
2022M08,Enontekiö,Charter flight,Departures,0,0,2027,0,0,0,0,0,0,0,0,0,0,0,2027,0
2022M08,Ivalo,Total,Arrivals/departures total,4404,0,107782,0,4402,0,88054,0,2,0,363,0,0,0,19365,0
2022M08,Ivalo,Total,Arrivals,2244,0,51998,0,2244,0,42195,0,0,0,1,0,0,0,9802,0
2022M08,Ivalo,Total,Departures,2160,0,55784,0,2158,0,45859,0,2,0,362,0,0,0,9563,0
2022M08,Ivalo,Scheduled flight,Arrivals/departures total,4404,0,94508,0,4402,0,88034,0,2,0,363,0,0,0,6111,0
2022M08,Ivalo,Scheduled flight,Arrivals,2244,0,44659,0,2244,0,42182,0,0,0,1,0,0,0,2476,0
2022M08,Ivalo,Scheduled flight,Departures,2160,0,49849,0,2158,0,45852,0,2,0,362,0,0,0,3635,0
2022M08,Ivalo,Charter flight,Arrivals/departures total,0,0,13274,0,0,0,20,0,0,0,0,0,0,0,13254,0
2022M08,Ivalo,Charter flight,Arrivals,0,0,7339,0,0,0,13,0,0,0,0,0,0,0,7326,0
2022M08,Ivalo,Charter flight,Departures,0,0,5935,0,0,0,7,0,0,0,0,0,0,0,5928,0
2022M08,Joensuu,Total,Arrivals/departures total,380,0,13193,2,372,0,11611,2,0,0,0,0,8,0,1582,0
2022M08,Joensuu,Total,Arrivals,178,0,6360,2,174,0,5715,2,0,0,0,0,4,0,645,0
2022M08,Joensuu,Total,Departures,202,0,6833,0,198,0,5896,0,0,0,0,0,4,0,937,0
2022M08,Joensuu,Scheduled flight,Arrivals/departures total,372,0,11590,2,372,0,11590,2,0,0,0,0,0,0,0,0
2022M08,Joensuu,Scheduled flight,Arrivals,174,0,5701,2,174,0,5701,2,0,0,0,0,0,0,0,0
2022M08,Joensuu,Scheduled flight,Departures,198,0,5889,0,198,0,5889,0,0,0,0,0,0,0,0,0
2022M08,Joensuu,Charter flight,Arrivals/departures total,8,0,1603,0,0,0,21,0,0,0,0,0,8,0,1582,0
2022M08,Joensuu,Charter flight,Arrivals,4,0,659,0,0,0,14,0,0,0,0,0,4,0,645,0
2022M08,Joensuu,Charter flight,Departures,4,0,944,0,0,0,7,0,0,0,0,0,4,0,937,0
2022M08,Jyväskylä,Total,Arrivals/departures total,94,0,8443,2,72,0,2083,2,0,0,22,0,22,0,6338,0
2022M08,Jyväskylä,Total,Arrivals,56,0,4331,0,39,0,1134,0,0,0,0,0,17,0,3197,0
2022M08,Jyväskylä,Total,Departures,38,0,4112,2,33,0,949,2,0,0,22,0,5,0,3141,0
2022M08,Jyväskylä,Scheduled flight,Arrivals/departures total,72,0,2097,2,72,0,2083,2,0,0,14,0,0,0,0,0
2022M08,Jyväskylä,Scheduled flight,Arrivals,39,0,1134,0,39,0,1134,0,0,0,0,0,0,0,0,0
2022M08,Jyväskylä,Scheduled flight,Departures,33,0,963,2,33,0,949,2,0,0,14,0,0,0,0,0
2022M08,Jyväskylä,Charter flight,Arrivals/departures total,22,0,6346,0,0,0,0,0,0,0,8,0,22,0,6338,0
2022M08,Jyväskylä,Charter flight,Arrivals,17,0,3197,0,0,0,0,0,0,0,0,0,17,0,3197,0
2022M08,Jyväskylä,Charter flight,Departures,5,0,3149,0,0,0,0,0,0,0,8,0,5,0,3141,0
2022M08,Kajaani,Total,Arrivals/departures total,821,0,20067,2,813,0,19397,2,0,0,0,0,8,0,670,0
2022M08,Kajaani,Total,Arrivals,367,0,9897,1,359,0,9487,1,0,0,0,0,8,0,410,0
2022M08,Kajaani,Total,Departures,454,0,10170,0,454,0,9910,0,0,0,0,0,0,0,260,0
2022M08,Kajaani,Scheduled flight,Arrivals/departures total,813,0,19307,2,813,0,19307,2,0,0,0,0,0,0,0,0
2022M08,Kajaani,Scheduled flight,Arrivals,359,0,9440,1,359,0,9440,1,0,0,0,0,0,0,0,0
2022M08,Kajaani,Scheduled flight,Departures,454,0,9867,0,454,0,9867,0,0,0,0,0,0,0,0,0
2022M08,Kajaani,Charter flight,Arrivals/departures total,8,0,760,0,0,0,90,0,0,0,0,0,8,0,670,0
2022M08,Kajaani,Charter flight,Arrivals,8,0,457,0,0,0,47,0,0,0,0,0,8,0,410,0
2022M08,Kajaani,Charter flight,Departures,0,0,303,0,0,0,43,0,0,0,0,0,0,0,260,0
2022M08,Kemi-Tornio,Total,Arrivals/departures total,1088,0,16502,4,1054,0,16047,3,34,0,455,1,0,0,0,0
2022M08,Kemi-Tornio,Total,Arrivals,498,0,8066,3,466,0,7632,3,32,0,434,1,0,0,0,0
2022M08,Kemi-Tornio,Total,Departures,590,0,8436,0,588,0,8415,0,2,0,21,0,0,0,0,0
2022M08,Kemi-Tornio,Scheduled flight,Arrivals/departures total,1088,0,16502,4,1054,0,16047,3,34,0,455,1,0,0,0,0
2022M08,Kemi-Tornio,Scheduled flight,Arrivals,498,0,8066,3,466,0,7632,3,32,0,434,1,0,0,0,0
2022M08,Kemi-Tornio,Scheduled flight,Departures,590,0,8436,0,588,0,8415,0,2,0,21,0,0,0,0,0
2022M08,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022M08,Kittilä,Total,Arrivals/departures total,3045,1,210985,6,2521,1,123291,6,14,0,95,0,510,0,87599,0
2022M08,Kittilä,Total,Arrivals,1418,1,101067,6,1186,1,58968,5,8,0,56,0,224,0,42043,0
2022M08,Kittilä,Total,Departures,1627,0,109918,0,1335,0,64323,0,6,0,39,0,286,0,45556,0
2022M08,Kittilä,Scheduled flight,Arrivals/departures total,2523,1,132795,6,2521,1,122890,6,2,0,23,0,0,0,9882,0
2022M08,Kittilä,Scheduled flight,Arrivals,1188,1,63541,5,1186,1,58770,5,2,0,22,0,0,0,4749,0
2022M08,Kittilä,Scheduled flight,Departures,1335,0,69254,0,1335,0,64120,0,0,0,1,0,0,0,5133,0
2022M08,Kittilä,Charter flight,Arrivals/departures total,522,0,78190,0,0,0,401,0,12,0,72,0,510,0,77717,0
2022M08,Kittilä,Charter flight,Arrivals,230,0,37526,0,0,0,198,0,6,0,34,0,224,0,37294,0
2022M08,Kittilä,Charter flight,Departures,292,0,40664,0,0,0,203,0,6,0,38,0,286,0,40423,0
2022M08,Kokkola-Pietarsaari,Total,Arrivals/departures total,897,0,9630,3,259,0,6540,2,24,0,368,1,614,0,2722,0
2022M08,Kokkola-Pietarsaari,Total,Arrivals,422,0,4763,2,136,0,3384,2,3,0,30,0,283,0,1349,0
2022M08,Kokkola-Pietarsaari,Total,Departures,475,0,4867,0,123,0,3156,0,21,0,338,0,331,0,1373,0
2022M08,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,872,0,9310,3,259,0,6517,2,23,0,353,1,590,0,2440,0
2022M08,Kokkola-Pietarsaari,Scheduled flight,Arrivals,405,0,4586,2,136,0,3363,2,2,0,23,0,267,0,1200,0
2022M08,Kokkola-Pietarsaari,Scheduled flight,Departures,467,0,4724,0,123,0,3154,0,21,0,330,0,323,0,1240,0
2022M08,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,25,0,320,0,0,0,23,0,1,0,15,0,24,0,282,0
2022M08,Kokkola-Pietarsaari,Charter flight,Arrivals,17,0,177,0,0,0,21,0,1,0,7,0,16,0,149,0
2022M08,Kokkola-Pietarsaari,Charter flight,Departures,8,0,143,0,0,0,2,0,0,0,8,0,8,0,133,0
2022M08,Kuopio,Total,Arrivals/departures total,11655,1,71011,7,10135,1,64849,7,8,0,18,0,1512,0,6144,0
2022M08,Kuopio,Total,Arrivals,5467,1,35036,5,4857,1,32034,5,8,0,14,0,602,0,2988,0
2022M08,Kuopio,Total,Departures,6188,0,35975,1,5278,0,32815,1,0,0,4,0,910,0,3156,0
2022M08,Kuopio,Scheduled flight,Arrivals/departures total,10135,1,64835,7,10135,1,64835,7,0,0,0,0,0,0,0,0
2022M08,Kuopio,Scheduled flight,Arrivals,4857,1,32027,5,4857,1,32027,5,0,0,0,0,0,0,0,0
2022M08,Kuopio,Scheduled flight,Departures,5278,0,32808,1,5278,0,32808,1,0,0,0,0,0,0,0,0
2022M08,Kuopio,Charter flight,Arrivals/departures total,1520,0,6176,0,0,0,14,0,8,0,18,0,1512,0,6144,0
2022M08,Kuopio,Charter flight,Arrivals,610,0,3009,0,0,0,7,0,8,0,14,0,602,0,2988,0
2022M08,Kuopio,Charter flight,Departures,910,0,3167,0,0,0,7,0,0,0,4,0,910,0,3156,0
2022M08,Kuusamo,Total,Arrivals/departures total,3062,0,68154,1,3056,0,46933,0,0,0,57,0,6,0,21164,0
2022M08,Kuusamo,Total,Arrivals,1443,0,32790,1,1437,0,22979,0,0,0,56,0,6,0,9755,0
2022M08,Kuusamo,Total,Departures,1619,0,35364,0,1619,0,23954,0,0,0,1,0,0,0,11409,0
2022M08,Kuusamo,Scheduled flight,Arrivals/departures total,3056,0,49947,0,3056,0,46933,0,0,0,32,0,0,0,2982,0
2022M08,Kuusamo,Scheduled flight,Arrivals,1437,0,24440,0,1437,0,22979,0,0,0,32,0,0,0,1429,0
2022M08,Kuusamo,Scheduled flight,Departures,1619,0,25507,0,1619,0,23954,0,0,0,0,0,0,0,1553,0
2022M08,Kuusamo,Charter flight,Arrivals/departures total,6,0,18207,0,0,0,0,0,0,0,25,0,6,0,18182,0
2022M08,Kuusamo,Charter flight,Arrivals,6,0,8350,0,0,0,0,0,0,0,24,0,6,0,8326,0
2022M08,Kuusamo,Charter flight,Departures,0,0,9857,0,0,0,0,0,0,0,1,0,0,0,9856,0
2022M08,Lappeenranta,Total,Arrivals/departures total,3287,0,26152,0,0,0,23,0,0,0,5,0,3287,0,26124,0
2022M08,Lappeenranta,Total,Arrivals,1663,0,12909,0,0,0,14,0,0,0,5,0,1663,0,12890,0
2022M08,Lappeenranta,Total,Departures,1624,0,13243,0,0,0,9,0,0,0,0,0,1624,0,13234,0
2022M08,Lappeenranta,Scheduled flight,Arrivals/departures total,3259,0,26012,0,0,0,0,0,0,0,0,0,3259,0,26012,0
2022M08,Lappeenranta,Scheduled flight,Arrivals,1655,0,12844,0,0,0,0,0,0,0,0,0,1655,0,12844,0
2022M08,Lappeenranta,Scheduled flight,Departures,1604,0,13168,0,0,0,0,0,0,0,0,0,1604,0,13168,0
2022M08,Lappeenranta,Charter flight,Arrivals/departures total,28,0,140,0,0,0,23,0,0,0,5,0,28,0,112,0
2022M08,Lappeenranta,Charter flight,Arrivals,8,0,65,0,0,0,14,0,0,0,5,0,8,0,46,0
2022M08,Lappeenranta,Charter flight,Departures,20,0,75,0,0,0,9,0,0,0,0,0,20,0,66,0
2022M08,Mariehamn,Total,Arrivals/departures total,2606,1,15551,7,960,1,6305,5,491,1,2953,1,1155,0,6293,1
2022M08,Mariehamn,Total,Arrivals,1372,1,8038,6,582,1,3622,5,275,0,1614,1,515,0,2802,0
2022M08,Mariehamn,Total,Departures,1234,1,7513,1,378,0,2683,0,216,0,1339,0,640,0,3491,1
2022M08,Mariehamn,Scheduled flight,Arrivals/departures total,2598,1,14908,7,960,1,6268,5,491,1,2586,1,1147,0,6054,1
2022M08,Mariehamn,Scheduled flight,Arrivals,1372,1,7702,6,582,1,3601,5,275,0,1410,1,515,0,2691,0
2022M08,Mariehamn,Scheduled flight,Departures,1226,1,7206,1,378,0,2667,0,216,0,1176,0,632,0,3363,1
2022M08,Mariehamn,Charter flight,Arrivals/departures total,8,0,643,0,0,0,37,0,0,0,367,0,8,0,239,0
2022M08,Mariehamn,Charter flight,Arrivals,0,0,336,0,0,0,21,0,0,0,204,0,0,0,111,0
2022M08,Mariehamn,Charter flight,Departures,8,0,307,0,0,0,16,0,0,0,163,0,8,0,128,0
2022M08,Oulu,Total,Arrivals/departures total,56363,19,390712,161,53476,19,368947,161,6,0,501,0,2881,0,21264,0
2022M08,Oulu,Total,Arrivals,27413,11,192081,83,25977,11,181490,83,0,0,250,0,1436,0,10341,0
2022M08,Oulu,Total,Departures,28950,8,198631,78,27499,8,187457,78,6,0,251,0,1445,0,10923,0
2022M08,Oulu,Scheduled flight,Arrivals/departures total,53498,19,369125,161,53476,19,368932,161,0,0,56,0,22,0,137,0
2022M08,Oulu,Scheduled flight,Arrivals,25980,11,181633,83,25977,11,181487,83,0,0,28,0,3,0,118,0
2022M08,Oulu,Scheduled flight,Departures,27518,8,187492,78,27499,8,187445,78,0,0,28,0,19,0,19,0
2022M08,Oulu,Charter flight,Arrivals/departures total,2865,0,21587,0,0,0,15,0,6,0,445,0,2859,0,21127,0
2022M08,Oulu,Charter flight,Arrivals,1433,0,10448,0,0,0,3,0,0,0,222,0,1433,0,10223,0
2022M08,Oulu,Charter flight,Departures,1432,0,11139,0,0,0,12,0,6,0,223,0,1426,0,10904,0
2022M08,Pori,Total,Arrivals/departures total,713,0,5170,0,681,0,4755,0,0,0,0,0,32,0,415,0
2022M08,Pori,Total,Arrivals,344,0,2426,0,319,0,2288,0,0,0,0,0,25,0,138,0
2022M08,Pori,Total,Departures,369,0,2744,0,362,0,2467,0,0,0,0,0,7,0,277,0
2022M08,Pori,Scheduled flight,Arrivals/departures total,690,0,4762,0,681,0,4753,0,0,0,0,0,9,0,9,0
2022M08,Pori,Scheduled flight,Arrivals,328,0,2297,0,319,0,2288,0,0,0,0,0,9,0,9,0
2022M08,Pori,Scheduled flight,Departures,362,0,2465,0,362,0,2465,0,0,0,0,0,0,0,0,0
2022M08,Pori,Charter flight,Arrivals/departures total,23,0,408,0,0,0,2,0,0,0,0,0,23,0,406,0
2022M08,Pori,Charter flight,Arrivals,16,0,129,0,0,0,0,0,0,0,0,0,16,0,129,0
2022M08,Pori,Charter flight,Departures,7,0,279,0,0,0,2,0,0,0,0,0,7,0,277,0
2022M08,Rovaniemi,Total,Arrivals/departures total,24284,3,285930,39,23475,3,234463,39,0,0,28,0,809,0,51439,0
2022M08,Rovaniemi,Total,Arrivals,11899,2,138170,18,11525,2,113755,18,0,0,15,0,374,0,24400,0
2022M08,Rovaniemi,Total,Departures,12385,1,147760,21,11950,1,120708,21,0,0,13,0,435,0,27039,0
2022M08,Rovaniemi,Scheduled flight,Arrivals/departures total,23475,3,258204,39,23475,3,234447,39,0,0,0,0,0,0,23757,0
2022M08,Rovaniemi,Scheduled flight,Arrivals,11525,2,124934,18,11525,2,113747,18,0,0,0,0,0,0,11187,0
2022M08,Rovaniemi,Scheduled flight,Departures,11950,1,133270,21,11950,1,120700,21,0,0,0,0,0,0,12570,0
2022M08,Rovaniemi,Charter flight,Arrivals/departures total,809,0,27726,0,0,0,16,0,0,0,28,0,809,0,27682,0
2022M08,Rovaniemi,Charter flight,Arrivals,374,0,13236,0,0,0,8,0,0,0,15,0,374,0,13213,0
2022M08,Rovaniemi,Charter flight,Departures,435,0,14490,0,0,0,8,0,0,0,13,0,435,0,14469,0
2022M08,Savonlinna,Total,Arrivals/departures total,177,0,1644,0,161,0,1455,0,0,0,8,0,16,0,181,0
2022M08,Savonlinna,Total,Arrivals,82,0,750,0,70,0,700,0,0,0,0,0,12,0,50,0
2022M08,Savonlinna,Total,Departures,95,0,894,0,91,0,755,0,0,0,8,0,4,0,131,0
2022M08,Savonlinna,Scheduled flight,Arrivals/departures total,177,0,1534,0,161,0,1443,0,0,0,0,0,16,0,91,0
2022M08,Savonlinna,Scheduled flight,Arrivals,82,0,732,0,70,0,688,0,0,0,0,0,12,0,44,0
2022M08,Savonlinna,Scheduled flight,Departures,95,0,802,0,91,0,755,0,0,0,0,0,4,0,47,0
2022M08,Savonlinna,Charter flight,Arrivals/departures total,0,0,110,0,0,0,12,0,0,0,8,0,0,0,90,0
2022M08,Savonlinna,Charter flight,Arrivals,0,0,18,0,0,0,12,0,0,0,0,0,0,0,6,0
2022M08,Savonlinna,Charter flight,Departures,0,0,92,0,0,0,0,0,0,0,8,0,0,0,84,0
2022M08,Tampere-Pirkkala,Total,Arrivals/departures total,20142,128,93420,133,523,115,4002,115,4,0,501,0,19615,13,88917,18
2022M08,Tampere-Pirkkala,Total,Arrivals,9741,13,45955,18,209,0,1808,0,2,0,244,0,9530,13,43903,18
2022M08,Tampere-Pirkkala,Total,Departures,10401,115,47465,115,314,115,2194,115,2,0,257,0,10085,0,45014,0
2022M08,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,18400,0,86000,0,523,0,3955,0,0,0,0,0,17877,0,82045,0
2022M08,Tampere-Pirkkala,Scheduled flight,Arrivals,9062,0,42396,0,209,0,1790,0,0,0,0,0,8853,0,40606,0
2022M08,Tampere-Pirkkala,Scheduled flight,Departures,9338,0,43604,0,314,0,2165,0,0,0,0,0,9024,0,41439,0
2022M08,Tampere-Pirkkala,Charter flight,Arrivals/departures total,1742,128,7420,132,0,115,47,115,4,0,501,0,1738,13,6872,17
2022M08,Tampere-Pirkkala,Charter flight,Arrivals,679,13,3559,17,0,0,18,0,2,0,244,0,677,13,3297,17
2022M08,Tampere-Pirkkala,Charter flight,Departures,1063,115,3861,115,0,115,29,115,2,0,257,0,1061,0,3575,0
2022M08,Turku,Total,Arrivals/departures total,13804,161,69532,909,1028,0,5081,0,516,1,2986,1,12260,160,61465,907
2022M08,Turku,Total,Arrivals,7515,75,35447,483,395,0,2208,0,216,0,1350,0,6904,75,31889,482
2022M08,Turku,Total,Departures,6289,85,34085,426,633,0,2873,0,300,0,1636,1,5356,85,29576,425
2022M08,Turku,Scheduled flight,Arrivals/departures total,13587,160,65764,822,1019,0,5057,0,516,1,2611,1,12052,160,58096,821
2022M08,Turku,Scheduled flight,Arrivals,7395,75,33445,396,388,0,2196,0,216,0,1176,0,6791,75,30073,396
2022M08,Turku,Scheduled flight,Departures,6192,85,32319,426,631,0,2861,0,300,0,1435,1,5261,85,28023,425
